src	dest	url	title	topics
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/ChatGPT_教你_AI_绘画之_Midjourney_屠龙刀法第_1_卷丨AIGC_0406.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/ChatGPT_教你_AI_绘画之_Midjourney_屠龙刀法第_1_卷丨AIGC_0406.md	https://zhuanlan.zhihu.com/p/608991437	ChatGPT 教你 AI 绘画之 Midjourney 屠龙刀法第 1 卷丨AIGC	AI, LLM, AI绘画, 提示工程, ChatGPT, Midjourney
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/ChatGPT_最全_技术解读_在哪里_0402.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/ChatGPT_最全_技术解读_在哪里_0402.md	https://www.zhihu.com/question/579738132/answer/2931028378	ChatGPT 最全 技术解读 在哪里？	AI, LLM, 模型训练, 入门, ChatGPT
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/ChatGPT_有哪些神奇的使用方式_0407.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/ChatGPT_有哪些神奇的使用方式_0407.md	https://www.zhihu.com/question/570729170/answer/2925039324	ChatGPT 有哪些神奇的使用方式？	AI, LLM, 提示工程, ChatGPT
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/ChatGPT_这个风口普通人怎么抓住_0388.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/ChatGPT_这个风口普通人怎么抓住_0388.md	https://www.zhihu.com/question/582326598/answer/2935763199	ChatGPT 这个风口，普通人怎么抓住？	AI, LLM, 社会现象, 入门, ChatGPT
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/ChatGPTClaudeGemini_分别擅长什么_0231.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/ChatGPTClaudeGemini_分别擅长什么_0231.md	https://www.zhihu.com/question/1944181477161042431/answer/1944583144603907014	ChatGPT、Claude、Gemini 分别擅长什么？	AI, LLM, 工程, 基础设施, 文学, 小说
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/ChatGPT真有很多人在用吗_0404.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/ChatGPT真有很多人在用吗_0404.md	https://www.zhihu.com/question/582587473/answer/2931472377	ChatGPT真有很多人在用吗？	AI, LLM, 社会现象, ChatGPT
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/ControlNet精准控制AI绘画教程_0391.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/AI绘画/ControlNet精准控制AI绘画教程_0391.md	https://zhuanlan.zhihu.com/p/608499305	ControlNet精准控制AI绘画教程	AI, AI绘画, 模型训练, 入门, ControlNet
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/CS类AI大一进组科研如何入门学习机器学习及其相关基础_0397.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/机器学习/CS类AI大一进组科研如何入门学习机器学习及其相关基础_0397.md	https://www.zhihu.com/question/569151613/answer/2785437104	CS类AI大一进组科研，如何入门学习机器学习及其相关基础?	AI, 机器学习, 研究方向, 入门, 教育, 高校
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/DIY作品有没有推荐_0139.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/模型训练/DIY作品有没有推荐_0139.md	https://www.zhihu.com/question/267745697/answer/1935772941116740712	DIY作品有没有推荐？	AI, 模型训练, 编程, C++, 自学, 阅读
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/Go_开发_Web_并不爽为什么这么人推_Go_呢_0224.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/Go_开发_Web_并不爽为什么这么人推_Go_呢_0224.md	https://www.zhihu.com/question/456669235/answer/3178368747	Go 开发 Web 并不爽为什么这么人推 Go 呢?	AI, LLM, 编程, Go, 工程, 基础设施
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/GoodNotesMarginNotesNotability和OneNote分别对应哪些学习场景_0320.md	D:/Docs/Obsidian/PARA/03-Resource/技术/工程/性能/GoodNotesMarginNotesNotability和OneNote分别对应哪些学习场景_0320.md	https://www.zhihu.com/question/287234849/answer/719500618	GoodNotes，MarginNotes，Notability和OneNote分别对应哪些学习场景？	工程, 性能, 自学, 知识管理, 笔记, 阅读
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/GPT-4_如何理解人类意图它明白雨天打伞不是机械关联而是人怕被淋湿吗能通人性到什么程度_0349.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/GPT-4_如何理解人类意图它明白雨天打伞不是机械关联而是人怕被淋湿吗能通人性到什么程度_0349.md	https://www.zhihu.com/question/589963530/answer/2957214251	GPT-4 如何理解人类意图？它明白「雨天打伞」不是机械关联，而是人怕被淋湿吗？能通人性到什么程度？	AI, LLM, 模型训练, 工程, 基础设施, 自学
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/ObsidianDataview私人图书馆解决方案书籍管理和知识系统_0393.md	D:/Docs/Obsidian/PARA/03-Resource/学习/知识管理/笔记/ObsidianDataview私人图书馆解决方案书籍管理和知识系统_0393.md	https://zhuanlan.zhihu.com/p/614286218	Obsidian+Dataview：私人图书馆解决方案——书籍管理和知识系统	知识管理, 笔记, 阅读, 书单, Obsidian, 体系化
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/SEP黑格尔辩证法3万字9张图讲清楚辩证法_0386.md	D:/Docs/Obsidian/PARA/03-Resource/文化/哲学/思想/SEP黑格尔辩证法3万字9张图讲清楚辩证法_0386.md	https://zhuanlan.zhihu.com/p/614085279	SEP：黑格尔辩证法——3万字9张图讲清楚辩证法	哲学, 思想, 阅读, 历史, SEP, 3
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/Stable_DiffusionAI绘画大魔导书组成原理二_0371.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/Stable_DiffusionAI绘画大魔导书组成原理二_0371.md	https://zhuanlan.zhihu.com/p/611835772	【Stable Diffusion】AI绘画大魔导书组成原理（二）	AI, LLM, 提示工程, AI绘画, 机器学习, 模型训练
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/summary-tags.md	D:/Docs/Obsidian/PARA/03-Resource/知识库管理/标签管理/summary-tags.md		标签统计与清理建议	
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/TVP专家夜聊不用ChatGPT的开发都该被炒掉_0355.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/TVP专家夜聊不用ChatGPT的开发都该被炒掉_0355.md	https://zhuanlan.zhihu.com/p/615382949	TVP专家夜聊：不用ChatGPT的开发都该被炒掉	AI, LLM, 机器学习, 模型训练, 工程, 基础设施
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/一个人如何开发一款_App_0357.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/应用/一个人如何开发一款_App_0357.md	https://www.zhihu.com/question/29020285/answer/2954669455	一个人如何开发一款 App？	AI, 工程, 性能, 阅读, 书单, 投资
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/一句话拍大片导演末日来了Gen-2震撼发布科幻日系二次元统统拿捏_0377.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/LLM/一句话拍大片导演末日来了Gen-2震撼发布科幻日系二次元统统拿捏_0377.md	https://zhuanlan.zhihu.com/p/615778962	一句话拍大片，导演末日来了！Gen-2震撼发布，科幻日系二次元统统拿捏	AI, LLM, 提示工程, AI绘画, 机器学习, 模型训练
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/三家外资高频量化巨头被中国海关调查如何看待高频交易的硬件竞速_0132.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/模型训练/三家外资高频量化巨头被中国海关调查如何看待高频交易的硬件竞速_0132.md	https://www.zhihu.com/question/1959917496229389752/answer/1959950033706291321	三家外资高频量化巨头被中国海关调查，如何看待高频交易的「硬件竞速」？	AI, 模型训练, 工程, 性能, 投资, 市场
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/不住酒店可以去哪过夜_0283.md	D:/Docs/Obsidian/PARA/03-Resource/生活/健康/运动/不住酒店可以去哪过夜_0283.md	https://www.zhihu.com/question/21468587/answer/2903083277	不住酒店可以去哪过夜？	健康, 运动, 出行, 旅行, 就业, 习惯
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/不刷短视频不看碎片化信息纯看书会和社会脱节吗_0257.md	D:/Docs/Obsidian/PARA/03-Resource/文化/历史/历史/不刷短视频不看碎片化信息纯看书会和社会脱节吗_0257.md	https://www.zhihu.com/question/573093752/answer/3125046069	不刷短视频、不看碎片化信息，纯看书会和社会脱节吗？	历史, 就业, 情绪, 压力, 社会现象
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/中医为什么提倡禁一切寒凉之物_0040.md	D:/Docs/Obsidian/PARA/03-Resource/生活/健康/运动/中医为什么提倡禁一切寒凉之物_0040.md	https://www.zhihu.com/question/620680634/answer/1964359622950360821	中医为什么提倡禁一切寒凉之物？	健康, 运动, 习惯, 康复, 情绪, 压力
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/中国乃至全世界是不是离不开kpop_0218.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/应用/中国乃至全世界是不是离不开kpop_0218.md	https://www.zhihu.com/question/12807679351/answer/117654247475	中国乃至全世界是不是离不开kpop？	AI, 编程, C++, C语言, 工程, 基础设施
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/中国文坛有哪些被捧得过高的作品_0069.md	D:/Docs/Obsidian/PARA/03-Resource/文化/文学/小说/中国文坛有哪些被捧得过高的作品_0069.md	https://www.zhihu.com/question/348637052/answer/3341565210	中国文坛有哪些被捧得过高的作品？	文学, 小说, 哲学, 思想, 历史, 文化现象
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/中国有什么拿得出手的开源软件产品_0307.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/模型训练/中国有什么拿得出手的开源软件产品_0307.md	https://www.zhihu.com/question/330380501/answer/3035297676	中国有什么拿得出手的开源软件产品？	AI, 模型训练, 编程, JavaScript, 工程, 基础设施
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/中国有多少城市能撑起来七日游_0295.md	D:/Docs/Obsidian/PARA/03-Resource/生活/出行/旅行/中国有多少城市能撑起来七日游_0295.md	https://www.zhihu.com/question/652919609/answer/3628695259	中国有多少城市能撑起来七日游？	出行, 旅行
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/中国的互联网技术有多牛逼_0369.md	D:/Docs/Obsidian/PARA/03-Resource/技术/编程/Java/中国的互联网技术有多牛逼_0369.md	https://www.zhihu.com/question/357243498/answer/2864348588	中国的互联网技术有多牛逼?	编程, Java, 工程, 基础设施, 教育, 高校
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/中草药市场中为什么没有人采用常见的蚰蜒来替代难以获取的蜈蚣入药_0157.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/模型训练/中草药市场中为什么没有人采用常见的蚰蜒来替代难以获取的蜈蚣入药_0157.md	https://www.zhihu.com/question/1958243777798972337/answer/1959041383827477166	中草药市场中，为什么没有人采用常见的蚰蜒来替代难以获取的蜈蚣入药？	AI, 模型训练, 历史, 健康, 运动
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么_Vue_3_设计了那么多重复功能的_API_0220.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/应用/为什么_Vue_3_设计了那么多重复功能的_API_0220.md	https://www.zhihu.com/question/1933969813643989014/answer/1935432735381525060	为什么 Vue 3 设计了那么多重复功能的 API？	AI, 前端, Vue, 历史, 哲学, 思想
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么C语言从不被淘汰那些RustGo吹嘘的安全特性C语言真的做不到吗_0256.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/模型训练/为什么C语言从不被淘汰那些RustGo吹嘘的安全特性C语言真的做不到吗_0256.md	https://www.zhihu.com/question/13684481248/answer/113667434664	为什么C语言从不被淘汰？那些Rust/Go吹嘘的安全特性，C语言真的做不到吗?	AI, 模型训练, 编程, C语言, 工程, 性能
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么一众ic设计业内人士或在读生在劝退_0248.md	D:/Docs/Obsidian/PARA/03-Resource/技术/编程/Java/为什么一众ic设计业内人士或在读生在劝退_0248.md	https://www.zhihu.com/question/521492451/answer/1906519758897124506	为什么一众ic设计业内人士或在读生在劝退？	编程, Java, 工程, 性能, 自学, 教育
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么中国大陆的漫展演变成了COSER摄影会_0263.md	D:/Docs/Obsidian/PARA/03-Resource/文化/动漫/二次元/为什么中国大陆的漫展演变成了COSER摄影会_0263.md	https://www.zhihu.com/question/661537655/answer/92341308681	为什么中国大陆的漫展演变成了COSER摄影会？	动漫, 二次元, 社会现象, 历史, 哲学, 思想
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么体制内大家看起来都很平庸_0309.md	D:/Docs/Obsidian/PARA/03-Resource/学习/教育/高校/为什么体制内大家看起来都很平庸_0309.md	https://www.zhihu.com/question/587040267/answer/3034539517	为什么体制内大家看起来都很平庸？	教育, 高校, 出行, 旅行, 关系, 家庭
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么全世界只有日本能稳定产出男性向恋爱作品_0217.md	D:/Docs/Obsidian/PARA/03-Resource/学习/教育/高校/为什么全世界只有日本能稳定产出男性向恋爱作品_0217.md	https://www.zhihu.com/question/6065630766/answer/77776097890	为什么全世界只有日本能稳定产出男性向恋爱作品？	教育, 高校, 文学, 小说, 历史, 关系
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么几乎所有教科书上对微分的讲解都不明不白_0021.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/应用/为什么几乎所有教科书上对微分的讲解都不明不白_0021.md	https://www.zhihu.com/question/438795295/answer/1987633712523928486	为什么几乎所有教科书上对微分的讲解都不明不白？	AI, 自学, 教育, 高校, 历史, 情绪
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么去日本一下就能被认出是中国人_0206.md	D:/Docs/Obsidian/PARA/03-Resource/学习/教育/高校/为什么去日本一下就能被认出是中国人_0206.md	https://www.zhihu.com/question/1939807587659908158/answer/1946909621697611138	为什么去日本一下就能被认出是中国人？	教育, 高校, 语言, 英语, 自学, 阅读
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么古风DJ和键政这么适配_0185.md	D:/Docs/Obsidian/PARA/03-Resource/文化/音乐/流行/为什么古风DJ和键政这么适配_0185.md	https://www.zhihu.com/question/9044572801/answer/1955369597596329581	为什么古风DJ和键政这么适配？	音乐, 流行, DJ
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么同样大量出现奢侈品龙族和小时代评价不一_0003.md	D:/Docs/Obsidian/PARA/03-Resource/金融/资产/黄金/为什么同样大量出现奢侈品龙族和小时代评价不一_0003.md	https://www.zhihu.com/question/33538358/answer/1896733312057332356	为什么同样大量出现奢侈品，《龙族》和《小时代》评价不一？	资产, 黄金, 市场, 股票, 投资, 风险
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么围棋流行不起来啊_0118.md	D:/Docs/Obsidian/PARA/03-Resource/社会/观点/讨论/为什么围棋流行不起来啊_0118.md	https://www.zhihu.com/question/405701252/answer/1888852818565261005	为什么围棋流行不起来啊？	社会现象
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么国内的大学越来越高中化了_0190.md	D:/Docs/Obsidian/PARA/03-Resource/学习/方法/自学/为什么国内的大学越来越高中化了_0190.md	https://www.zhihu.com/question/653788710/answer/1955576952690816191	为什么国内的大学越来越高中化了?	自学, 教育, 高校, 阅读, 书单, 健康
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么在现实生活和人际交往中纯粹的逻辑推理有时会失灵_0054.md	D:/Docs/Obsidian/PARA/03-Resource/文化/历史/历史/为什么在现实生活和人际交往中纯粹的逻辑推理有时会失灵_0054.md	https://www.zhihu.com/question/1963206188486328928/answer/1966871480836030980	为什么在现实生活和人际交往中，纯粹的逻辑推理有时会失灵？	历史, 出行, 旅行, 关系, 家庭, 就业
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么大多数中国家长无法独立带娃_0009.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/应用/为什么大多数中国家长无法独立带娃_0009.md	https://www.zhihu.com/question/646550244/answer/3430916900	为什么大多数中国家长无法独立带娃？	AI, 自学, 语言, 英语, 文学, 小说
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么学完了_C_语言觉得自己什么都干不了_0368.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/应用/为什么学完了_C_语言觉得自己什么都干不了_0368.md	https://www.zhihu.com/question/574785659/answer/2827986694	为什么学完了 C 语言觉得自己什么都干不了？	AI, 编程, C语言, Python, 工程, 基础设施
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么广东明明是临海地区但对鱼的吃法却比较贫乏_0041.md	D:/Docs/Obsidian/PARA/03-Resource/技术/工程/性能/为什么广东明明是临海地区但对鱼的吃法却比较贫乏_0041.md	https://www.zhihu.com/question/1923095535369298449/answer/1968867000668357438	为什么广东明明是临海地区，但对鱼的吃法却比较贫乏?	工程, 性能, 健康, 运动, 出行, 旅行
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么张维为的大量表情包会在网络上走红_0092.md	D:/Docs/Obsidian/PARA/03-Resource/技术/工程/基础设施/为什么张维为的大量表情包会在网络上走红_0092.md	https://www.zhihu.com/question/656505859/answer/94001395000	为什么张维为的大量表情包会在网络上走红？	工程, 基础设施
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么很多人在一个公司工作2-3年就会离职_0215.md	D:/Docs/Obsidian/PARA/03-Resource/生活/健康/运动/为什么很多人在一个公司工作2-3年就会离职_0215.md	https://www.zhihu.com/question/608927584/answer/129738416961	为什么很多人在一个公司工作2-3年就会离职？	健康, 运动, 就业, 情绪, 压力, 习惯
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么很多军事爱好者认为军事宅推崇的机甲不如现实的飞机坦克_0363.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/模型训练/为什么很多军事爱好者认为军事宅推崇的机甲不如现实的飞机坦克_0363.md	https://www.zhihu.com/question/26722162/answer/2858448918	为什么很多军事爱好者认为军事宅推崇的机甲不如现实的飞机坦克？	AI, 模型训练, 工程, 性能, 动漫, 二次元
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么很多华人都声称这几年日本变差了_0120.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/应用/为什么很多华人都声称这几年日本变差了_0120.md	https://www.zhihu.com/question/654262238/answer/1962386609640044072	为什么很多华人都声称这几年日本变差了？	AI, 出行, 旅行, 饮食, 烹饪, 社会现象
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么很多大学生的手机都默认字体尤其是男生_0018.md	D:/Docs/Obsidian/PARA/03-Resource/学习/教育/高校/为什么很多大学生的手机都默认字体尤其是男生_0018.md	https://www.zhihu.com/question/587360644/answer/1993396180802093102	为什么很多大学生的手机都默认字体，尤其是男生？	教育, 高校, 文学, 小说, 历史, 哲学
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么很多年轻女性喜欢自称脾气不好_0273.md	D:/Docs/Obsidian/PARA/03-Resource/生活/关系/家庭/为什么很多年轻女性喜欢自称脾气不好_0273.md	https://www.zhihu.com/question/323936090/answer/2638917497	为什么很多年轻女性喜欢自称脾气不好?	关系, 家庭, 就业, 情绪, 压力, 社会现象
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么很多超级富豪得了癌症都治愈了_0315.md	D:/Docs/Obsidian/PARA/03-Resource/技术/工程/基础设施/为什么很多超级富豪得了癌症都治愈了_0315.md	https://www.zhihu.com/question/514479237/answer/2925611838	为什么很多超级富豪得了癌症都治愈了？	工程, 基础设施, 教育, 高校, 出行, 旅行
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么总有一些外国人来华旅游时会吐槽中国不说英语_0062.md	D:/Docs/Obsidian/PARA/03-Resource/学习/语言/英语/为什么总有一些外国人来华旅游时会吐槽中国不说英语_0062.md	https://www.zhihu.com/question/1962681171210113445/answer/1966211744918664579	为什么总有一些外国人来华旅游时会吐槽中国不说英语？	语言, 英语, 出行, 旅行, 自学, 阅读
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么感觉近几年欧美文化在国内集体崩盘了_0111.md	D:/Docs/Obsidian/PARA/03-Resource/学习/方法/自学/为什么感觉近几年欧美文化在国内集体崩盘了_0111.md	https://www.zhihu.com/question/648255803/answer/3432433479	为什么感觉近几年欧美文化在国内集体崩盘了？	自学, 历史, 社会现象, 阅读, 书单, 知识管理
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么我们会陷入琐事瘫痪_0063.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/原理/为什么我们会陷入琐事瘫痪_0063.md	https://www.zhihu.com/question/1960862198747333051/answer/1961757411024045195	为什么我们会陷入「琐事瘫痪」？	AI, 历史, 情绪, 压力, 哲学, 思想
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么我觉得小米造车后品牌变高端了_0223.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/原理/为什么我觉得小米造车后品牌变高端了_0223.md	https://www.zhihu.com/question/655387984/answer/3496505346	为什么我觉得小米造车后品牌变高端了？	AI, 工程, 基础设施, 性能, 市场, 股票
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么我觉得深圳没有大家说的那么繁华_0335.md	D:/Docs/Obsidian/PARA/03-Resource/生活/出行/旅行/为什么我觉得深圳没有大家说的那么繁华_0335.md	https://www.zhihu.com/question/550633511/answer/2958540521	为什么我觉得深圳没有大家说的那么繁华?	出行, 旅行
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么我释放的善意最后都变成了刺向我的利刃_0149.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/应用/为什么我释放的善意最后都变成了刺向我的利刃_0149.md	https://www.zhihu.com/question/1958075921052463837/answer/1960006352526110845	为什么我释放的善意最后都变成了刺向我的利刃？	AI, 教育, 高校, 投资, 关系, 家庭
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么所有有女主的动画剧集不用微胖类型的人物做女主呢_0189.md	D:/Docs/Obsidian/PARA/03-Resource/文化/动漫/二次元/为什么所有有女主的动画剧集不用微胖类型的人物做女主呢_0189.md	https://www.zhihu.com/question/1174028914/answer/1955212025111249635	为什么所有有女主的动画剧集不用微胖类型的人物做女主呢？	动漫, 二次元
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么明明一样的东西懂搜索关键词的就能便宜一半以上_0359.md	D:/Docs/Obsidian/PARA/03-Resource/技术/AI/应用/为什么明明一样的东西懂搜索关键词的就能便宜一半以上_0359.md	https://www.zhihu.com/question/591845500/answer/2953295564	为什么明明一样的东西，懂搜索关键词的就能便宜一半以上?	AI, 教育, 高校
D:/Docs/Obsidian/PARA/00-Inbox/知乎收藏/为什么有些人会相信牢A斯奎奇大王讲的美国底层人民地狱惨状_0020.md	D:/Docs/Obsidian/PARA/03-Resource/学习/教育/高校/为什么有些人会相信牢A斯奎奇大王讲的美国底层人民地狱惨状_0020.md	https://www.zhihu.com/question/1986851341176427540/answer/1989754739932566318	为什么有些人会相信牢A斯奎奇大王讲的美国底层人民地狱惨状？	教育, 高校, 出行, 旅行, 就业, 情绪
